Timestamp                       Thread     Type        Activity             PID    TTL  
2024-10-30 10:19:58.320404-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4628->Q11241] AnswerQuestionByFollowingCNAME: 0x154322340 <mask.hash: 'DPnO7cEbsobzTSdQW/NQQA=='> (Addr) following CNAME referral 0 for <mask.hash: 'QOD0tV0hTPFOX+5ntddcXg=='>
2024-10-30 10:19:58.320724-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.322141-0300 0x14fa     Default     0x0                  660    0    osqueryd: (Network) [com.apple.network:path] nw_path_libinfo_path_check [1571B6E8-63C8-4469-A34E-121E35F65230 Hostname#f194bf6c:443 tcp, legacy-socket, attribution: developer]
	libinfo check path: satisfied (Path is satisfied), interface: en0[802.11], ipv4, dns, uses wifi
2024-10-30 10:19:58.322166-0300 0x1e3dc    Default     0x0                  483    0    pmd: (Network) [com.apple.network:path] nw_path_libinfo_path_check [397DD95F-9CA3-4723-9B70-C8F5F89ABF9A IPv4#f6156391:51875 tcp, legacy-socket, attribution: developer]
	libinfo check path: satisfied (Path is satisfied), interface: en0[802.11], ipv4, dns, uses wifi
2024-10-30 10:19:58.320750-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4628->Q29356] Question for <mask.hash: 'uDTcA2c9yddHqQdtHBw5WQ=='> (Addr) assigned DNS service 18
2024-10-30 10:19:58.320929-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.322525-0300 0x1e3dc    Default     0x0                  483    0    pmd: (Network) [com.apple.network:path] nw_path_libinfo_path_check [BB6F3C28-0CF2-4603-BA22-7547EFACE244 IPv4#7ce00d76:443 tcp, legacy-socket, attribution: developer]
	libinfo check path: satisfied (Path is satisfied), interface: en0[802.11], ipv4, dns, uses wifi
2024-10-30 10:19:58.321050-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4628->DupQ29356->Q10523] Duplicate question <mask.hash: 'uDTcA2c9yddHqQdtHBw5WQ=='> (Addr)
2024-10-30 10:19:58.321153-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.322301-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4629] DNSServiceQueryRecord(1D000, 0, <mask.hash: 'JXqqrYavIuYpn0Y8A0ufwg=='>(553c1ceb), A) START PID[660](osqueryd)
2024-10-30 10:19:58.321351-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.322461-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [Q17391] InitDNSConfig: Setting StopTime on the uDNS question 0x152736f50 <mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='> (Addr)
2024-10-30 10:19:58.321608-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.322493-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4629->Q17391] Question for <mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='> (Addr) assigned DNS service 18
2024-10-30 10:19:58.321782-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.322570-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4629->Q17391] DNSServiceQueryRecord(<mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='>(553c1ceb), A) RESULT ADD interface 0: (mortal, DNSSEC Indeterminate)<mask.hash: 'Kwhre6p+pron8AUGTTClkA=='>
2024-10-30 10:19:58.321962-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.322618-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4629->Q17391] DNSServiceQueryRecord(<mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='>(553c1ceb), A) RESULT ADD interface 0: (mortal, DNSSEC Indeterminate)<mask.hash: 'mbqcO848A0qW2WF+3EO33Q=='>
2024-10-30 10:19:58.323609-0300 0x1e3dc    Default     0x0                  483    0    pmd: (Network) [com.apple.network:path] nw_path_libinfo_path_check [62AD22EA-8D04-47E4-BB24-A7E9BEB51CF7 IPv4#f6156391:51875 tcp, legacy-socket, attribution: developer]
	libinfo check path: satisfied (Path is satisfied), interface: en0[802.11], ipv4, dns, uses wifi
2024-10-30 10:19:58.322256-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.322652-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4629->Q17391] DNSServiceQueryRecord(<mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='>(553c1ceb), A) RESULT ADD interface 0: (mortal, DNSSEC Indeterminate)<mask.hash: 'g/lOJOyjTfgKV30UGKUtEw=='>
2024-10-30 10:19:58.324012-0300 0x1e3dc    Default     0x0                  483    0    pmd: (Network) [com.apple.network:path] nw_path_libinfo_path_check [908413D5-2843-4EC1-B712-B2898C171E6C IPv4#7ce00d76:443 tcp, legacy-socket, attribution: developer]
	libinfo check path: satisfied (Path is satisfied), interface: en0[802.11], ipv4, dns, uses wifi
2024-10-30 10:19:58.322419-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.322874-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4630] DNSServiceQueryRecord(1D000, 0, <mask.hash: 'JXqqrYavIuYpn0Y8A0ufwg=='>(553c1ceb), AAAA) START PID[660](osqueryd)
2024-10-30 10:19:58.322788-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.323102-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [Q43467] InitDNSConfig: Setting StopTime on the uDNS question 0x15273ee40 <mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='> (AAAA)
2024-10-30 10:19:58.323151-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.323173-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4630->Q43467] Question for <mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='> (AAAA) assigned DNS service 18
2024-10-30 10:19:58.323285-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.323360-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [Q43467] DetermineUnicastQuerySuppression: Query suppressed for <mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='> AAAA (AAAA records are unusable)
2024-10-30 10:19:58.323462-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.323592-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4630->Q43467] GenerateNegativeResponse: Generating negative response for question <mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='> (AAAA)
2024-10-30 10:19:58.323693-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.323747-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4630->Q43467] DNSServiceQueryRecord(<mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='>(553c1ceb), AAAA) RESULT ADD interface 0: (mortal, DNSSEC Indeterminate)<mask.hash: 'g7La1xyIe1ghGvIcNyZbbQ=='>
2024-10-30 10:19:58.323840-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.324103-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4629] DNSServiceQueryRecord(1D000, 0, <mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='>(553c1ceb), A) STOP PID[660](osqueryd)
2024-10-30 10:19:58.324150-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.324245-0300 0x1024     Default     0x0                  465    0    mDNSResponder: [com.apple.mDNSResponder:Default] [R4630] DNSServiceQueryRecord(1D000, 0, <mask.hash: 's8aRS/SpypbLMmGX/UUMUQ=='>(553c1ceb), AAAA) STOP PID[660](osqueryd)
2024-10-30 10:19:58.324482-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.324644-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.324834-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.325098-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.325229-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.325418-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.325673-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.325825-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.325910-0300 0x1e0af    Default     0x0                  11707  0    com.nufuturo.nuappfirewall.extension: [com.nufuturo.nuappfirewall.extension:networking] New flow URL: unknown
2024-10-30 10:19:58.326589-0300 0x1a324    Default     0x0                  1011   0    nearbyd: [com.apple.nearbyd:general] #ses-devicepresence,Ignoring weak RSSI -62.000000 on channel 38 for device: <private> (device hash: 0x73120e2) because we cannot trust weak RSSI due to a BT FW bug
2024-10-30 10:19:58.326171-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.325951-0300 0x1e0af    Default     0x0                  11707  0    com.nufuturo.nuappfirewall.extension: [com.nufuturo.nuappfirewall.extension:networking] New flow path: /opt/osquery/lib/osquery.app/Contents/MacOS/osqueryd
2024-10-30 10:19:58.326931-0300 0x1cb68    Default     0x0                  1011   0    nearbyd: [com.apple.nearbyd:general] #ses-devicepresence,Ignoring weak RSSI -62.000000 on channel 38 for device: <private> (device hash: 0x73120e2) because we cannot trust weak RSSI due to a BT FW bug
2024-10-30 10:19:58.326335-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.327492-0300 0x1e0af    Default     0x0                  11707  0    com.nufuturo.nuappfirewall.extension: [com.nufuturo.nuappfirewall.extension:networking] "CATEGORY=connection, FLOW_ID=D89B5B5D-793C-4940-2E69-20BD53880100, URL=unknown, PROCESS=/opt/osquery/lib/osquery.app/Contents/MacOS/osqueryd, ENDPOINT=3.142.75.5, MODE=passive, RULE_ID=None, VERDICT=allow
2024-10-30 10:19:58.327060-0300 0x130fa    Default     0x0                  1011   0    nearbyd: [com.apple.nearbyd:general] #ses-devicepresence,Ignoring weak RSSI -62.000000 on channel 38 for device: <private> (device hash: 0x73120e2) because we cannot trust weak RSSI due to a BT FW bug
2024-10-30 10:19:58.326535-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.327019-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.293862-0300 0x1e8f3    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:ttl] [xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718:11718] termination reported by launchd (0, 0, 0)
2024-10-30 10:19:58.327435-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.327476-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.327608-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.327705-0300 0x1e8f3    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:process] Removing process: [xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718:11718]
2024-10-30 10:19:58.327951-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.328194-0300 0x1e8f3    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:ttl] Existing process in RBProcessIndex is: (null)
2024-10-30 10:19:58.329277-0300 0x1e689    Error       0x0                  4485   0    Safari: (RunningBoardServices) [com.apple.runningboard:assertion] Error acquiring assertion: <Error Domain=RBSServiceErrorDomain Code=1 "target is not running or doesn't have entitlement com.apple.runningboard.assertions.webkit" UserInfo={NSLocalizedFailureReason=target is not running or doesn't have entitlement com.apple.runningboard.assertions.webkit}>
2024-10-30 10:19:58.328536-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.329303-0300 0x1e689    Error       0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0a4780 - ProcessAssertion::acquireSync Failed to acquire RBS assertion 'XPCConnectionTerminationWatchdog' for process with PID=11718, error: Error Domain=RBSServiceErrorDomain Code=1 "target is not running or doesn't have entitlement com.apple.runningboard.assertions.webkit" UserInfo={NSLocalizedFailureReason=target is not running or doesn't have entitlement com.apple.runningboard.assertions.webkit}
2024-10-30 10:19:58.328744-0300 0x1e8f3    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:general] removeJobWithInstance called for identity without existing job [xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718:11718]
2024-10-30 10:19:58.329328-0300 0x1e689    Default     0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0a47e0 - ProcessAssertion::acquireSync Trying to take RBS assertion 'WebProcess NearSuspended Assertion' for process with PID=11718
2024-10-30 10:19:58.328760-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11718
2024-10-30 10:19:58.329339-0300 0xa568     Default     0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0a4780 - ProcessAssertion::processAssertionWasInvalidated() PID=11718
2024-10-30 10:19:58.329075-0300 0x1e8f0    Default     0x59f91              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11718]/0#-1 LF=3
2024-10-30 10:19:58.329146-0300 0x1e8f4    Activity    0x59f92              377    0    runningboardd: (RunningBoard) state update
2024-10-30 10:19:58.329351-0300 0x1e8f4    Activity    0x59f93              377    0    runningboardd: (RunningBoard) state notification
2024-10-30 10:19:58.329410-0300 0x1e8ec    Activity    0x59f94              377    0    runningboardd: (RunningBoard) acquireAssertionWithDescriptor
2024-10-30 10:19:58.330723-0300 0x1e8f1    Activity    0x59f81              4485   0    Safari: (RunningBoardServices) assertionsDidInvalidate
2024-10-30 10:19:58.329409-0300 0x1e8f3    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:process] Removing assertions for terminated process: [xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718:11718]
2024-10-30 10:19:58.330792-0300 0x1e3d7    Default     0x59f81              4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x600003947b60 - WKRBSAssertionDelegate: assertion was invalidated, error: Error Domain=RBSAssertionErrorDomain Code=1 "Assertions were invalidated" UserInfo={NSLocalizedFailureReason=Assertions were invalidated}
2024-10-30 10:19:58.329682-0300 0x1e8f3    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:assertion] Removed last relative-start-date-defining assertion for process xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718
2024-10-30 10:19:58.330816-0300 0xa568     Default     0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0a46c0 - ProcessAssertion: RBS IndefiniteBackground assertion for process with PID=11718 was invalidated
2024-10-30 10:19:58.330023-0300 0x1e8f3    Activity    0x59f95              377    0    runningboardd: (RunningBoard) state update
2024-10-30 10:19:58.330826-0300 0xa568     Default     0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0a46c0 - ProcessAssertion::processAssertionWasInvalidated() PID=11718
2024-10-30 10:19:58.330922-0300 0x1e3e3    Activity    0x59c2f              1008   0    UIKitSystem: (RunningBoardServices) observedProcessStatesDidChange
2024-10-30 10:19:58.331209-0300 0x1e7da    Activity    0x59e68              647    0    gamepolicyd: (RunningBoardServices) observedProcessStatesDidChange
2024-10-30 10:19:58.330931-0300 0x1e463    Activity    0x59f13              372    0    WindowServer: (RunningBoardServices) observedProcessStatesDidChange
2024-10-30 10:19:58.330289-0300 0x1e8f3    Activity    0x59f96              377    0    runningboardd: (RunningBoard) state notification
2024-10-30 10:19:58.330869-0300 0x1e689    Error       0x0                  4485   0    Safari: (RunningBoardServices) [com.apple.runningboard:assertion] Error acquiring assertion: <Error Domain=RBSAssertionErrorDomain Code=2 "Specified target process does not exist" UserInfo={NSLocalizedFailureReason=Specified target process does not exist}>
2024-10-30 10:19:58.331020-0300 0x1e3e3    Default     0x59c2f              1008   0    UIKitSystem: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 11718 (xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718, none-NotVisible
2024-10-30 10:19:58.331255-0300 0x1e7da    Default     0x59e68              647    0    gamepolicyd: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 11718 (xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718, none-NotVisible
2024-10-30 10:19:58.330976-0300 0x1e463    Default     0x59f13              372    0    WindowServer: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 11718 (xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718, none-NotVisible
2024-10-30 10:19:58.330524-0300 0x1e8ec    Default     0x59f94              377    0    runningboardd: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting 11718<WebProcess11718> from originator [app<application.com.apple.Safari.59603.59758(502)>:4485] with description <RBSAssertionDescriptor| "WebProcess NearSuspended Assertion" ID:377-4485-4770 target:11718<WebProcess11718> attributes:[
	<RBSDomainAttribute| domain:"com.apple.webkit" name:"Suspended" sourceEnvironment:"(null)">
	]>
2024-10-30 10:19:58.330887-0300 0x1e689    Error       0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0a47e0 - ProcessAssertion::acquireSync Failed to acquire RBS assertion 'WebProcess NearSuspended Assertion' for process with PID=11718, error: Error Domain=RBSAssertionErrorDomain Code=2 "Specified target process does not exist" UserInfo={NSLocalizedFailureReason=Specified target process does not exist}
2024-10-30 10:19:58.331274-0300 0x1e3e3    Activity    0x59fb0              1008   0    UIKitSystem: (RunningBoardServices) observedProcessStatesDidChange
2024-10-30 10:19:58.332365-0300 0x1e5b8    Default     0x0                  502    0    com.apple.CodeSigningHelper: (libxpc.dylib) [com.apple.xpc:connection] [0x14eb041a0] invalidated after getting a no-senders notification - client is gone
2024-10-30 10:19:58.331689-0300 0x1e90b    Activity    0x59e69              647    0    gamepolicyd: (RunningBoardServices) observedProcessStatesDidChange
2024-10-30 10:19:58.331419-0300 0x1e464    Activity    0x59f14              372    0    WindowServer: (RunningBoardServices) observedProcessStatesDidChange
2024-10-30 10:19:58.330624-0300 0x1e8f4    Default     0x59f93              377    0    runningboardd: (RunningBoard) [com.apple.runningboard:monitor] Calculated state for xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718: none (role: Background) (endowments: (null))
2024-10-30 10:19:58.330899-0300 0x1e689    Default     0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0af010 - ProcessAssertion::acquireSync Trying to take RBS assertion 'Jetsam Boost' for process with PID=11719
2024-10-30 10:19:58.331336-0300 0x1e3e3    Default     0x59fb0              1008   0    UIKitSystem: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 11718 (xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718, none-NotVisible
2024-10-30 10:19:58.330772-0300 0x1e8f4    Default     0x59f96              377    0    runningboardd: (RunningBoard) [com.apple.runningboard:monitor] Calculated state for xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718: none (role: None) (endowments: (null))
2024-10-30 10:19:58.331722-0300 0x1e90b    Default     0x59e69              647    0    gamepolicyd: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 11718 (xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718, none-NotVisible
2024-10-30 10:19:58.330905-0300 0xa568     Default     0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0a47e0 - ProcessAssertion::processAssertionWasInvalidated() PID=11718
2024-10-30 10:19:58.331497-0300 0x1e464    Default     0x59f14              372    0    WindowServer: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 11718 (xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718, none-NotVisible
2024-10-30 10:19:58.330837-0300 0x1e8f4    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:monitor] Calculated state for xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:16AEBF2C-0304-40D2-94CE-E52DAE4021EB]:11718: none (role: None) (endowments: (null))
2024-10-30 10:19:58.331761-0300 0x1e90b    Activity    0x59e6a              647    0    gamepolicyd: (RunningBoardServices) observedProcessExitEvents
2024-10-30 10:19:58.330943-0300 0xa568     Default     0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0a46c0 - ~ProcessAssertion: Releasing process assertion 'WebProcess Background Assertion' for process with PID=11718
2024-10-30 10:19:58.330962-0300 0x1e8f0    Activity    0x59f97              377    0    runningboardd: (RunningBoard) acquireAssertionWithDescriptor
2024-10-30 10:19:58.331187-0300 0xa568     Default     0x0                  4485   0    Safari: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11e0a47e0 - ~ProcessAssertion: Releasing process assertion 'WebProcess NearSuspended Assertion' for process with PID=11718
2024-10-30 10:19:58.331499-0300 0x1e8f0    Default     0x59f97              377    0    runningboardd: (RunningBoard) [com.apple.runningboard:process] _resolveProcessWithIdentifier pid 11719 euid 502 auid 502
2024-10-30 10:19:58.331566-0300 0x1e8f0    Default     0x59f97              377    0    runningboardd: (RunningBoard) [com.apple.runningboard:process] _resolveProcessWithIdentifier pid 11719 host is auid 502
2024-10-30 10:19:58.332345-0300 0x1e8f0    Default     0x59f97              377    0    runningboardd: (RunningBoardServices) [com.apple.runningboard:process] Resolved XPC Service com.apple.WebKit.WebContent (com.apple.WebKit.WebContent) with host pid 4485, variant 1, scope 1, uuid <private>, pid 11719, and auid 502
2024-10-30 10:19:58.332784-0300 0x1e8f0    Default     0x59f97              377    0    runningboardd: (RunningBoard) [com.apple.runningboard:process] Resolved pid 11719 to [xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:81404733-0CD1-496A-862F-28EB85D75C74]:11719:11719]
2024-10-30 10:19:58.333370-0300 0x1e8f0    Default     0x59f97              377    0    runningboardd: (RunningBoard) [com.apple.runningboard:ttl] existingInstance is: (null)
2024-10-30 10:19:58.334300-0300 0x1e8f0    Error       0x59f97              377    0    runningboardd: (RunningBoard) [com.apple.runningboard:jetsam] memorystatus_control error: MEMORYSTATUS_CMD_CONVERT_MEMLIMIT_MB(-1) returned -1 22 (Invalid argument)
2024-10-30 10:19:58.334344-0300 0x1e8f0    Error       0x59f97              377    0    runningboardd: (RunningBoard) [com.apple.runningboard:jetsam] memorystatus_control error: MEMORYSTATUS_CMD_CONVERT_MEMLIMIT_MB(0) returned -1 22 (Invalid argument)
2024-10-30 10:19:58.334513-0300 0x1e8f0    Default     0x59f97              377    0    runningboardd: (RunningBoardServices) [com.apple.runningboard:general] Full encoding handle <private>, with data f19e691e00002dc7, and pid 11719
